ID,Number,Stream,Sample_Name,Site_Code,Date,Time,BOTTLE_NOTES,SAMPLE_TTYPE,Temp,Chla,Turbidity,TSS,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,NO3_N,NH4_N,DIN,DON,ANC,H,Ca,Mg,Na,K,NH4,F,CL,NO3,PO4,SO4,ANIONS,CATIONS,ION,DIFF,BASES,ACIDS,ALK,%ION,DIFF,%_COND,COND,LAB_NOTES
FCW 967,967,Barnes Meadow Reservoir Outflow,BMD_082521,BMD,8/25/2021,13:20,,NORM,9,8.42,13,,6.55,0.49,6.86,441.77,68.56,2.32,0.38,1.23,1.48,7.83,0.04,1.65,0.15,0,8.75,0.03,0.29,0.33,0.17,441.77,0.14,390.73,121.97,101,31.51,20.91,2.17,46.63,2.47,0,182.27,675.32,666.26,1341.58,0.67,645.21,231.38,413.83,OK,3.19,OK,70.74,
FCW 968,968,Barnes Meadow Reservoir,BRNR_082521,BRNR,8/25/2021,13:40,,NORM,16.5,1.91,4.2,,14.03,0.41,7.15,478.99,80.92,2.64,0.02,1.29,1.63,9.59,0.03,1.79,0.02,0,11.09,0,0.02,0.02,0.39,478.99,0.07,478.34,134.46,114.98,32.95,1.32,1.68,50.58,0.35,0,230.97,762.58,762.12,1524.7,0.03,760.73,281.91,478.83,OK,-0.64,OK,80.41,
FCW 969,969,Chambers Lake,CBRR_082521,CBRR,8/25/2021,14:05,,NORM,18,0.69,4.25,,6.61,0.24,6.99,311.07,41.53,1.54,0.03,0.89,1.03,5.2,0.07,0.49,0.03,0,3.41,0.01,0.02,0.03,0.21,311.07,0.1,259.5,85,67.07,22.64,1.61,3.42,13.76,0.5,0,70.98,399.74,435.92,835.66,-4.33,434.21,85.24,348.96,OK,1.61,OK,42.2,
FCW 970,970,Chambers Lake Outflow,CHD_082521,CHD,8/25/2021,14:30,,NORM,14,1.26,2.75,,6.53,0.23,6.92,359.27,45.5,1.58,0.04,0.91,1.12,5.22,0.04,0.51,0.05,0,3.33,0.01,0.03,0.05,0.19,359.27,0.12,260.68,92.33,68.87,23.33,2.4,2.22,14.41,0.87,0,69.38,446.16,447.72,893.88,-0.18,445.2,84.66,360.54,OK,-1.39,OK,44.87,
FCW 985,985,Long Draw Reservoir,LNGR_090121,LNGR,9/1/2021,9:45,,NORM,13,0.77,3.75,,5.77,0.28,6.9,299.4,48.71,1.03,0.02,0.6,1.03,6.51,0.3,0.18,0.5,0,7.49,0.11,0.02,0.13,0.15,299.4,0.12,324.82,85,44.9,15.45,1.23,15.79,5.03,8.1,0,155.93,484.25,471.52,955.77,1.33,470.16,169.06,301.11,OK,1.43,OK,49.4,
FCW 986,986,Long Draw Reservoir Outflow,LNGO_090121,LNGO,9/1/2021,10:10,,NORM,12.5,0.97,4,,5.31,0.24,7.04,344.48,52.71,1.02,0.04,0.59,1.01,7.45,0.25,0.17,0.48,0,7.34,0.11,0.03,0.14,0.1,344.48,0.09,371.72,83.29,44.5,15.17,2.33,13,4.86,7.77,0,152.91,523.02,517.1,1040.12,0.57,514.68,165.54,349.14,OK,1.5,OK,53.5,
FCW 987,987,Peterson Reservoir Outflow,PTRO_090121,PTRO,9/1/2021,11:00,,NORM,13,2.53,3.7,,8.67,0.38,7,274,44.78,1.73,0.06,1.38,0.52,5.4,0.03,0.84,0.36,0,6.75,0.08,0.05,0.13,0.25,274,0.1,269.61,42.95,75.34,35.22,3.45,1.63,23.72,5.81,0,140.62,445.79,426.68,872.46,2.19,423.13,170.15,252.98,OK,4.28,OK,46.69,
FCW 988,988,Peterson Reservoir,PTRR_090121,PTRR,9/1/2021,11:30,,NORM,14,3.46,2.5,,8.23,0.4,6.87,196.75,40.47,1.68,0.08,1.38,0.55,5.23,0.03,0.86,0.39,0,7.23,0.09,0.06,0.15,0.25,196.75,0.14,260.88,45.09,73.21,35.4,4.25,1.69,24.14,6.28,0,150.45,379.32,418.96,798.27,-4.97,414.58,180.88,233.7,OK,8.01,OK,43.72,
FCW 989,989,Joe Wright Reservoir Inflow,JOEI_090121,JOEI,9/1/2021,12:15,,NORM,9,0.21,4,,4.93,0.27,7.35,470.45,65.03,1.78,0.03,0.48,1.54,8.4,0.14,0.29,0.58,0,7.8,0.13,0.02,0.16,0.11,470.45,0.04,419.36,127.05,77.6,12.33,1.72,7.26,8.15,9.39,0,162.47,657.72,638.1,1295.82,1.51,636.34,180,456.34,OK,1.35,OK,65.91,
FCW 990,990,Joe Wright Reservoir,JOER_090121,JOER,9/1/2021,12:40,,NORM,13,1.51,2.5,,6.21,0.19,7.21,387.54,47.32,1.48,0.02,0.6,1.12,6.31,0.08,0.48,0.04,0,3.71,0.01,0.02,0.02,0.16,387.54,0.06,314.82,92,64.46,15.33,1.17,4.44,13.57,0.56,0,77.2,483.32,487.85,971.16,-0.47,486.61,91.34,395.28,OK,2.43,OK,48.47,
FCW 991,991,Chambers Lake Inflow,CBRI_090121,CBRI,9/1/2021,13:05,,NORM,8,0.29,4,,6.83,0.21,7.12,442.21,53.21,1.98,0.03,0.82,1.1,6.98,0.05,0.66,0.09,0,3.45,0.02,0.03,0.05,0.16,442.21,0.08,348.4,90.68,86.27,21.03,1.85,2.86,18.7,1.52,0,71.87,537.17,548.31,1085.48,-1.03,546.38,92.1,454.28,OK,1.78,OK,54.15,
FCW 992,992,Barnes Meadow Reservoir Outflow,BMD_090121,BMD,9/1/2021,13:20,,NORM,7,1.23,13,,7.02,0.53,6.9,421.2,65.39,2.41,0.31,1.09,1.51,7.33,0.03,1.56,0.22,0,9.36,0.05,0.24,0.29,0.24,421.2,0.13,365.87,124.42,104.87,27.93,17.24,1.69,43.97,3.51,0,194.78,665.16,640.46,1305.62,1.89,623.09,242.26,380.83,OK,5.64,OK,69.08,
FCW 993,993,Barnes Meadow Reservoir Outflow,BMD_090121,BMD,9/1/2021,13:20,,BLANK,7,0.02,0.01,,0.05,0.01,5.51,3.97,1.46,0.01,0,0,0,0.02,0,0,0.01,0,0,0,0,0.01,0,3.97,3.1,1.05,0.09,0.35,0.1,0.22,0.23,0.13,0.15,0,0.04,4.51,4.91,9.42,-4.18,1.59,0.31,1.27,OK,-5.35,OK,1.38,
FCW 994,994,Barnes Meadow Reservoir,BRNR_090121,BRNR,9/1/2021,14:00,,NORM,15.5,2.6,4,,13.96,0.43,7.22,494.3,78.45,2.68,0.04,1.32,1.77,9.66,0.03,1.81,0.03,0,10.23,0.01,0.03,0.04,0.39,494.3,0.06,482.19,145.73,116.7,33.79,2.3,1.74,51.12,0.53,0,213.04,760.74,780.77,1541.5,-1.3,778.41,264.69,513.72,OK,2.99,OK,80.79,
FCW 995,995,Chambers Lake,CBRR_090121,CBRR,9/1/2021,15:00,,NORM,8,1.11,5,,6.55,0.26,7.02,341.2,43.21,1.55,0.06,0.92,1,5.51,0.07,0.45,0.04,0,3.54,0.01,0.04,0.05,0.2,341.2,0.1,275.05,81.88,67.56,23.61,3.05,3.5,12.75,0.7,0,73.71,431.86,451.24,883.09,-2.19,448.09,87.15,360.94,OK,3.01,OK,44.51,
FCW 996,996,Chambers Lake Outflow,CHD_090121,CHD,9/1/2021,15:10,,NORM,14,1.3,3,,6.49,0.24,7.02,355.4,44.31,1.59,0.04,0.94,1.07,5.4,0.04,0.54,0.06,0,3.41,0.01,0.03,0.05,0.2,355.4,0.1,269.61,87.72,69.25,24.14,2.4,2.32,15.32,0.9,0,70.98,444.92,453.22,898.13,-0.92,450.72,87.2,363.52,OK,2.03,OK,45.21,
FCW 997,997,Long Draw Reservoir,LNGR_090821,LNGR,9/8/2021,9:30,,NORM,12,1.07,6,,5.37,0.3,6.96,273.78,43.22,1.09,0.03,0.58,0.92,5.04,0.28,0.17,0.47,0,8.58,0.11,0.03,0.13,0.17,273.78,0.11,251.7,75.54,47.28,14.73,1.83,14.95,4.91,7.58,0,178.58,479.8,391.19,870.99,10.17,389.25,191.06,198.19,OK,5.75,OK,45.7,
FCW 998,998,Long Draw Reservoir Outflow,LNGO_090821,LNGO,9/8/2021,10:10,,NORM,11,1.2,7,,4.38,0.29,6.93,296.38,51.7,1.1,0.04,0.58,0.9,6.92,0.27,0.16,0.46,0,8.52,0.1,0.03,0.13,0.16,296.38,0.12,345.51,74.39,47.89,14.83,2.05,14.42,4.5,7.4,0,177.3,500.01,484.79,984.8,1.55,482.62,189.21,293.42,OK,-0.51,OK,51.44,
FCW 999,999,Peterson Reservoir Outflow,PTRO_090821,PTRO,9/8/2021,11:05,,NORM,15,1.98,10,,5.66,0.35,6.88,289.65,39.54,2.16,0.03,1.28,0.48,4.45,0.03,1.13,0.11,0,4.65,0.03,0.02,0.05,0.3,289.65,0.13,222.11,39.66,94.09,32.71,1.77,1.47,31.81,1.8,0,96.92,421.66,390.47,812.13,3.84,388.57,130.54,258.03,OK,7.71,OK,42.59,
FCW 1000,1000,Peterson Reservoir,PTRR_090821,PTRR,9/8/2021,11:30,,NORM,16,1.59,9.8,,7.14,0.46,6.8,186.51,37.03,1.68,0.04,1.31,0.44,3.85,0.03,1.02,0.08,0,7.63,0.02,0.03,0.05,0.41,186.51,0.16,192.07,36.37,72.95,33.58,2.22,1.37,28.8,1.21,0,158.79,376.69,337.34,714.03,5.51,334.96,188.8,146.16,OK,6.85,OK,39.57,
FCW 1001,1001,Peterson Reservoir,PTRR_090821,PTRR,9/8/2021,11:30,,DUPLICATE,16,1.51,9.9,,7.11,0.46,6.81,183.82,37.41,1.72,0.08,1.35,0.46,3.93,0.03,1.06,0.09,0,7.74,0.02,0.06,0.08,0.38,183.82,0.16,196.26,37.93,74.6,34.48,4.32,1.42,29.94,1.49,0,161.13,377.8,347.75,725.55,4.14,343.27,192.56,150.7,OK,7.77,OK,40.32,
FCW 1002,1002,Joe Wright Reservoir Inflow,JOEI_090821,JOEI,9/8/2021,12:50,,NORM,11,0.14,3,,4.1,0.18,7.09,647.17,68.14,2.67,0.01,0.62,1.23,7.38,0.12,1.39,0.22,0,4.11,0.05,0.01,0.06,0.12,647.17,0.08,368.11,101.13,116.18,15.73,0.61,6.21,39.2,3.54,0,85.58,781.7,601.85,1383.55,13,601.16,128.32,472.83,OK,0.19,OK,68.27,pH and ions confirmed
FCW 1003,1003,Joe Wright Reservoir,JOER_090821,JOER,9/8/2021,13:15,,NORM,12,1.21,3.5,,4.57,0.19,6.97,373.4,50.97,1.49,0,0.64,1.36,7.02,0.11,0.48,0.03,0,3.91,0.01,0,0.01,0.18,373.4,0.11,350.35,111.91,64.64,16.42,0,5.53,13.4,0.54,0,81.46,474.32,543.43,1017.74,-6.79,543.32,95.39,447.93,OK,-0.07,OK,50.93,
FCW 1004,1004,Chambers Lake Inflow,CBRI_090821,CBRI,9/8/2021,13:45,,NORM,,0.37,3.4,,4.34,0.23,6.99,441.15,53.77,2.12,0.01,0.89,1.29,7.52,0.08,0.7,0.1,0,2.92,0.02,0.01,0.03,0.2,441.15,0.1,375.4,106.07,92.04,22.66,0.67,4.11,19.82,1.55,0,60.71,527.34,596.94,1124.28,-6.19,596.17,82.08,514.09,OK,3.85,OK,55.84,
FCW 1005,1005,Barnes Meadow Reservoir Outflow,BMD_090821,BMD,9/8/2021,14:05,,NORM,,4.82,14,,7.85,0.6,6.86,408.09,62.84,2.497,0.3258,1.088,1.177,6.374,0.03,1.7014,0.0858,0,8.5733,0.02,0.25,0.27,0.33,408.09,0.14,318.06,96.85,108.61,27.83,18.06,1.58,47.99,1.38,0,178.5,637.55,569.56,1207.1,5.63,551.36,227.88,323.48,OK,1.8,OK,63.97,
FCW 1006,1006,Barnes Meadow Reservoir,BRNR_090821,BRNR,9/8/2021,14:30,,NORM,,2.36,8,,11.86,0.42,6.98,425.66,72.15,2.61,0.302,1.291,1.0568,9.738,0.036,1.6694,0.0787,0.0871,8.5896,0.02,0.23,0.25,0.17,425.66,0.11,485.93,86.96,113.57,33.02,16.74,1.89,47.09,1.27,0.92,178.84,655.67,736.33,1392,-5.79,719.48,227.2,492.28,OK,1.82,OK,73.46,
FCW 1007,1007,Chambers Lake,CBRR_090821,CBRR,9/8/2021,15:00,,NORM,,0.98,5.1,,6.65,0.2,6.98,382.51,61.43,1.66,0.011,1.307,1.642,10.32,0.063,1.7024,0.0322,0,3.4,0.01,0.01,0.02,0.18,382.51,0.1,514.97,135.12,71.99,33.43,0.61,3.32,48.02,0.52,0,70.83,505.2,756.22,1261.42,-19.9,755.5,119.37,636.13,OK,4.95,OK,64.47,
FCW 1008,1008,Chambers Lake Outflow,CHD_090821,CHD,9/8/2021,15:30,,NORM,,1.38,5.6,,5.59,0.19,6.93,402.33,45.38,1.61,0.008,0.878,1.19,5.176,0.0322,0.5664,0.1144,0,3.2505,0.03,0.01,0.03,0.16,402.33,0.12,258.28,97.92,69.81,22.46,0.44,1.69,15.98,1.85,0,67.68,489.52,449.04,938.56,4.31,448.48,85.5,362.98,OK,3.12,OK,46.79,
FCW 1045,1045,Long Draw Reservoir,LNGR_091521,LNGR,9/15/2021,9:30,,NORM,,1.49,5.2,,4.56,0.3,7.03,294.03,48.97,1.23,0.05,0.68,0.84,5.54,0.27,0.18,0.42,0,8.8,0.09,0.04,0.13,0.17,294.03,0.09,276.2,69.42,53.55,17.39,2.83,14.37,5.02,6.75,0,183.3,503.48,419.47,922.95,9.1,416.55,195.08,221.47,OK,-1.12,OK,48.43,
FCW 1046,1046,Long Draw Reservoir Outflow,LNGO_091521,LNGO,9/15/2021,10:10,,NORM,,1.8,6.7,,3.89,0.24,7.05,292.56,49.26,1.17,0.03,0.66,0.85,6.03,0.27,0.18,0.39,0,8.76,0.09,0.02,0.11,0.14,292.56,0.09,301.05,70.19,50.76,16.8,1.55,14.37,4.97,6.25,0,182.47,500.61,440.45,941.06,6.39,438.8,193.69,245.12,OK,0.11,OK,49.31,
FCW 1047,1047,Peterson Reservoir Outflow,PTRO_091521,PTRO,9/15/2021,11:05,,NORM,,1.64,13.5,,4.21,0.31,7.18,338.97,47.43,2.52,0.13,1.45,0.55,4.72,0.05,1.17,0.16,0,4.23,0.04,0.1,0.13,0.18,338.97,0.07,235.33,45.09,109.57,37.14,6.93,2.84,33.12,2.58,0,88.16,465.68,434.13,899.8,3.51,427.13,123.86,303.27,OK,-1.65,OK,46.65,
FCW 1048,1048,Peterson Reservoir,PTRR_091521,PTRR,9/15/2021,11:45,,NORM,,1.03,9,,4.81,0.43,6.95,200.06,39.13,1.86,0.13,1.45,0.56,3.2,0.03,1.16,0.12,0,7.91,0.03,0.1,0.13,0.3,200.06,0.11,159.58,46.25,80.86,37.01,7.21,1.58,32.61,1.93,0,164.78,400.96,331.02,731.97,9.55,323.7,199.31,124.39,OK,3.98,OK,40.69,
FCW 1049,1049,Joe Wright Reservoir Inflow,JOEI_091521,JOEI,9/15/2021,12:30,,NORM,,0.16,2.5,,4,0.12,7.63,644.45,71.18,3.24,0.01,0.75,1.69,7.01,0.1,1.98,0.16,0,3.36,0.04,0.01,0.05,0.07,644.45,0.02,349.65,138.65,141.02,19.16,0.78,5.21,55.81,2.51,0,70,777.98,649.28,1427.26,9.02,648.48,128.32,520.16,OK,-1,OK,70.47,pH and ions confirmed
FCW 1050,1050,Joe Wright Reservoir,JOER_091521,JOER,9/15/2021,12:50,,NORM,,1.75,4.1,,3.27,0.16,7.16,370.39,52.16,1.57,0.05,0.74,1.53,7,0.1,0.52,0.04,0,3.98,0.01,0.03,0.04,0.11,370.39,0.07,349.05,125.98,68.38,18.88,2.49,5.26,14.57,0.7,0,82.96,473.87,564.85,1038.72,-8.76,562.29,98.22,464.07,OK,-0.06,OK,52.13,
FCW 1051,1051,Chambers Lake Inflow,CBRI_091521,CBRI,9/15/2021,13:15,,NORM,,0.58,5.5,,4.51,0.21,7.15,345.49,48.1,1.58,0.01,0.76,1.4,6.45,0.08,0.64,0.22,0,3.37,0.05,0.01,0.06,0.15,345.49,0.07,321.96,115.2,68.77,19.36,0.78,4.26,18.16,3.54,0,70.15,441.6,526.14,967.74,-8.74,525.29,91.84,433.45,OK,1.1,OK,48.63,
FCW 1052,1052,Chambers Lake Inflow,CBRI_091521,CBRI,9/15/2021,13:15,,DUPLICATE,,0.53,4,,4.44,0.21,7.13,353.04,47.7,1.6,0.01,0.77,1.4,6.53,0.08,0.68,0.24,0,3.38,0.05,0.01,0.06,0.15,353.04,0.07,325.85,114.79,69.42,19.57,0.5,4.21,19.07,3.82,0,70.45,450.58,530.2,980.78,-8.12,529.63,93.33,436.29,OK,3.31,OK,49.28,
FCW 1053,1053,Barnes Meadow Reservoir Outflow,BMD_091521,BMD,9/15/2021,13:40,,NORM,,1.16,10,,6.53,0.58,7.05,407.25,64.67,2.53,0.38,1.44,1.17,6.64,0.05,1.69,0.17,0,7.93,0.04,0.3,0.34,0.25,407.25,0.09,331.49,96.39,110.01,36.75,21.23,2.68,47.73,2.72,0,165.03,625.41,595.96,1221.37,2.41,574.64,215.47,359.16,OK,-0.01,OK,64.66,
FCW 1054,1054,Barnes Meadow Reservoir,BRNR_091521,BRNR,9/15/2021,14:00,,NORM,,3.2,5.4,,6.29,0.31,7.27,457.45,73.96,2.62,0,1.39,1.08,9,0.06,1.72,0.01,0,11.09,0,0,0,0.3,457.45,0.05,449.2,88.46,114.01,35.42,0,3,48.55,0.15,0,230.9,740.05,687.14,1427.19,3.71,687.09,279.6,407.5,OK,2.3,OK,75.66,
FCW 1055,1055,Chambers Lake,CBRR_091521,CBRR,9/15/2021,14:25,,NORM,,1.08,5.8,,5.66,0.2,7.24,379.9,42.71,1.72,0.04,0.93,1.01,4.2,0.07,0.87,0.1,0,3.32,0.02,0.03,0.06,0.14,379.9,0.06,209.73,82.95,74.6,23.66,2.44,3.74,24.51,1.56,0,69.17,478.88,393.43,872.31,9.8,390.93,95.24,295.7,OK,2.48,OK,43.77,
FCW 1056,1056,Chambers Lake Outflow,CHD_091521,CHD,9/15/2021,14:40,,NORM,,1.37,3.8,,4.55,0.2,7.27,411.76,52.83,1.73,0,0.95,1.08,5.47,0.07,0.59,0.07,0,3.3,0.02,0,0.02,0.18,411.76,0.05,272.95,89.04,75.16,24.3,0.11,3.58,16.77,1.18,0,68.72,502.01,461.62,963.62,4.19,461.45,86.67,374.79,OK,-9.17,OK,47.99,
FCW 1063,1063,Comanche Reservoir Inflow,COMI_092121,COMI,9/21/2021,8:46,,NORM,,0.17,2.1,,2.34,0.19,6.95,211.21,28.83,2.06,0.02,0.38,0.61,3.14,0.02,0.4,0.49,0,1.96,0.11,0.01,0.13,0.06,211.21,0.11,156.89,49.95,89.61,9.77,1,1.16,11.41,7.96,0,40.85,272.59,307.32,579.91,-5.99,306.21,60.23,245.98,OK,1.44,OK,29.25,
FCW 1064,1064,Comanche Reservoir,COMR_092121,COMR,9/21/2021,9:11,,NORM,,0.68,10.1,,1.96,0.17,7.32,376.72,35.7,2.34,0.02,0.47,0.46,2.56,0.03,0.46,0.15,0,2.47,0.03,0.02,0.05,0.12,376.72,0.05,127.69,37.69,101.7,12,1.28,1.63,13.02,2.43,0,51.41,445.21,280.4,725.61,22.71,279.08,66.86,212.21,OK,-0.32,OK,35.59,
FCW 1065,1065,Hourglass Reservoir Inflow,HORI_092121,HORI,9/21/2021,9:25,,NORM,,0.18,2.1,,1.04,0.26,6.57,142.36,19.34,1.51,0.03,0.36,0.33,1.65,0.02,0.25,0.6,0,1.48,0.13,0.02,0.16,0.1,142.36,0.27,82.39,26.99,65.81,9.08,1.66,0.97,7.15,9.62,0,30.8,190.9,186.2,377.1,1.25,184.27,47.57,136.7,OK,-0.32,OK,19.28,
FCW 1066,1066,Comanche Reservoir Outflow,COMO_092121,COMO,9/21/2021,9:35,,NORM,,2.68,10,,2.45,0.24,6.74,253.07,35.43,2.32,0.01,0.49,0.64,3.95,0.03,0.45,0.21,0,2.36,0.05,0.01,0.06,0.18,253.07,0.18,197.26,52.33,100.7,12.4,0.67,1.47,12.58,3.34,0,49.17,319.64,363.54,683.18,-6.43,362.69,65.09,297.6,OK,-3.04,OK,34.35,
FCW 1067,1067,Hourglass Reservoir,HORR_092121,HORR,9/21/2021,10:00,,NORM,,3.02,3.5,,1.51,0.16,6.57,160.61,19.82,1.38,0.01,0.38,0.27,1.64,0.04,0.21,0.13,0,1.62,0.03,0.01,0.04,0.12,160.61,0.27,81.99,22.55,59.94,9.64,0.72,2.32,5.85,2.13,0,33.81,204.71,175.1,379.81,7.8,174.11,41.79,132.33,OK,-3.67,OK,19.09,
FCW 1068,1068,Hourglass Reservoir Outflow,HORO_092121,HORO,9/21/2021,10:23,,NORM,,2.69,3.1,,0.99,0.16,6.59,164.89,19.83,1.37,0.04,0.39,0.38,1.85,0.04,0.22,0.15,0,1.64,0.03,0.03,0.06,0.09,164.89,0.26,92.47,31.52,59.77,9.92,2.27,2.26,6.08,2.35,0,34.05,209.64,196.2,405.84,3.31,193.67,42.48,151.19,OK,2.96,OK,20.42,
FCW 1085,1085,Long Draw Reservoir,LNGR_092221,LNGR,9/22/2021,9:10,,NORM,,2.27,5.5,4,4.31,0.28,6.97,309.51,48.47,1.21,0.03,0.65,0.9,5.66,0.27,0.17,0.31,0,8.41,0.07,0.03,0.1,0.19,309.51,0.11,282.39,73.98,52.55,16.62,1.83,14.16,4.75,4.98,0,175.1,508.5,427.47,935.97,8.66,425.53,184.83,240.7,OK,0.52,OK,48.73,
FCW 1086,1086,Long Draw Reservoir Outflow,LNGO_092221,LNGO,9/22/2021,9:45,,NORM,,2.57,6,3.4,3.77,0.23,6.96,309.08,49.74,1.23,0.06,0.64,0.87,6.41,0.27,0.18,0.3,0,8.44,0.07,0.04,0.11,0.12,309.08,0.11,319.66,71.43,53.68,16.34,3.1,14.32,5.15,4.83,0,175.78,509.15,464.32,973.47,4.61,461.11,185.76,275.35,OK,1.99,OK,50.73,
FCW 1087,1087,Long Draw Reservoir Outflow,LNGO_092221,LNGO,9/22/2021,9:45,,DUPLICATE,,2.55,6.5,3.6,3.74,0.21,6.98,319.32,49.38,1.23,0.05,0.64,0.82,6.26,0.27,0.21,0.3,0,8.47,0.07,0.04,0.11,0.1,319.32,0.11,312.43,67.48,53.55,16.34,2.88,14.26,5.81,4.84,0,176.39,520.62,452.78,973.4,6.97,449.79,187.04,262.75,OK,2.63,OK,50.68,
FCW 1088,1088,Peterson Reservoir Outflow,PTRO_092221,PTRO,9/22/2021,10:45,,NORM,,3.55,10.5,5.2,4.06,0.32,7.04,338.97,42.77,2.6,0.06,1.41,0.47,3.68,0.06,1.33,0.13,0,3.75,0.03,0.05,0.07,0.25,338.97,0.09,183.83,38.35,113.18,36.06,3.27,2.89,37.59,2.07,0,78.08,459.6,374.78,834.38,10.16,371.42,117.74,253.69,OK,0.73,OK,43.08,
FCW 1089,1089,Peterson Reservoir,PTRR_092221,PTRR,9/22/2021,11:00,,NORM,,1.12,7.4,17.8,4.73,0.52,6.8,200.15,37.59,1.79,0.13,1.43,0.52,3.12,0.03,1.07,0.12,0,7.84,0.03,0.1,0.13,0.4,200.15,0.16,155.69,42.38,77.64,36.5,7.15,1.63,30.21,1.87,0,163.32,397.19,319.52,716.7,10.84,312.21,195.4,116.81,OK,5.98,OK,39.84,
FCW 1090,1090,Joe Wright Reservoir Inflow,JOEI_092221,JOEI,9/22/2021,11:30,,NORM,,0.1,2.3,6.6,4.05,0.13,7.33,691.02,71.48,3.34,0.02,0.66,1.65,6.98,0.09,2.12,0.2,0,3.22,0.04,0.02,0.06,0.07,691.02,0.05,348.05,135.61,145.46,16.91,1.11,4.9,59.69,3.16,0,67.06,825.83,647.18,1473.01,12.13,646.03,129.92,516.11,OK,1.43,OK,72.5,pH and ions confirmed
FCW 1091,1091,Joe Wright Reservoir,JOER_092221,JOER,9/22/2021,12:00,,NORM,,1.77,2.8,1.6,3.34,0.15,7.05,355.97,49.47,1.55,0.01,0.67,1.45,7.06,0.1,0.51,0.06,0,3.99,0.01,0,0.02,0.14,355.97,0.09,352.05,119.23,67.33,17.03,0.33,5.32,14.34,1.03,0,83.14,459.8,556.07,1015.87,-9.48,555.65,98.51,457.14,OK,3.14,OK,51.03,
FCW 1092,1092,Chambers Lake Inflow,CBRI_092221,CBRI,9/22/2021,12:30,,NORM,,0.92,4,1.6,4.61,0.2,7.02,334.98,46.96,1.58,0.01,0.71,1.33,6.56,0.08,0.63,0.21,0,3.38,0.05,0.01,0.06,0.15,334.98,0.1,327.3,109.69,68.55,18.11,0.67,4.32,17.73,3.34,0,70.28,430.65,524.41,955.05,-9.82,523.65,91.35,432.29,OK,2.33,OK,48.06,
FCW 1093,1093,Barnes Meadow Reservoir Outflow,BMD_092221,BMD,9/22/2021,12:55,,NORM,,0.96,6.6,4.6,6.96,0.57,7,317.14,51.09,2.39,0.34,1.18,1.09,4.31,0.07,1.91,0.06,0,6.53,0.01,0.26,0.28,0.29,317.14,0.1,214.87,89.94,104.13,30.18,18.9,3.42,53.87,0.9,0,136.05,511.39,458.13,969.51,5.49,439.12,190.82,248.3,OK,1.23,OK,51.72,
FCW 1094,1094,Barnes Meadow Reservoir,BRNR_092221,BRNR,9/22/2021,13:15,,NORM,,3.47,4,2.6,7.6,0.3,7.12,440.88,75.08,2.52,0.02,1.26,1.1,8.82,0.05,1.82,0,0,11.06,0,0.02,0.02,0.29,440.88,0.08,439.87,90.35,109.66,32.3,1.11,2.84,51.42,0.02,0,230.21,725.38,673.37,1398.74,3.72,672.18,281.65,390.53,OK,-0.97,OK,74.35,
FCW 1095,1095,Chambers Lake,CBRR_092221,CBRR,9/22/2021,13:45,,NORM,,0.91,3.6,1.6,5.51,0.18,7.13,393.6,43.34,1.6,0.02,0.83,0.99,4.04,0.07,0.63,0.04,0,3.48,0.01,0.02,0.03,0.16,393.6,0.07,201.8,81.05,69.42,21.28,1.11,3.74,17.8,0.68,0,72.46,488.28,374.73,863.01,13.16,373.55,90.94,282.61,OK,-0.76,OK,43.01,
FCW 1096,1096,Chambers Lake Outflow,CHD_092221,CHD,9/22/2021,14:10,,NORM,,1.47,3.5,1,4.31,0.18,7.07,386.35,43.05,1.62,0.06,0.84,1,5.21,0.07,0.64,0,0,3.63,0,0.04,0.05,0.14,386.35,0.09,260.18,81.88,70.29,21.48,3.16,3.84,18.15,0.07,0,75.58,484,437.08,921.07,5.09,433.83,93.8,340.03,OK,7.3,OK,46.19,
FCW 1097,1097,Long Draw Reservoir,LNGR_092821,LNGR,9/28/2021,9:45,,NORM,,1.69,5.9,1.8,4.29,0.3,6.97,293.01,45.88,1.15,0.06,0.61,0.9,5.12,0.29,0.24,0.2,0,8.32,0.05,0.05,0.09,0.21,293.01,0.11,255.64,73.89,49.89,15.63,3.49,15.11,6.74,3.25,0,173.29,491.4,398.65,890.05,10.42,395.05,183.28,211.77,OK,1.2,OK,46.43,
FCW 1098,1098,Long Draw Reservoir Outflow,LNGO_092821,LNGO,9/28/2021,10:05,,NORM,,1.97,10.6,3.4,3.55,0.19,7,311.06,46.46,1.13,0.05,0.61,0.83,5.7,0.29,0.21,0.19,0,8.39,0.04,0.03,0.08,0.12,311.06,0.1,284.38,68.36,48.93,15.58,2.49,15.26,5.8,3.07,0,174.68,509.88,419.85,929.73,9.68,417.26,183.56,233.7,OK,4.05,OK,48.34,
FCW 1099,1099,Peterson Reservoir Outflow,PTRO_092821,PTRO,9/28/2021,11:00,,NORM,,3.25,11.5,16.4,4.06,0.31,7.12,335.4,42.07,2.6,0.09,1.3,0.47,3.53,0.05,1.33,0.02,0.03,3.79,0,0.07,0.08,0.23,335.4,0.08,175.95,38.35,113.14,33.25,5.21,2.53,37.49,0.3,0.33,78.86,454.9,365.97,820.87,10.83,360.68,116.65,244.03,OK,0.7,OK,42.37,NO3 Confirmed
